target	date	time	rank	keyword
02	2020-01-27	23:48:09	8	조수진 변호사	https://search.daum.net/search?w=tot&q=조수진 변호사
02	2020-01-27	23:48:09	9	가요무대	https://search.daum.net/search?w=tot&q=가요무대
02	2020-01-27	23:48:37	0	길	https://search.daum.net/search?w=tot&q=길
02	2020-01-27	23:48:37	1	원종건	https://search.daum.net/search?w=tot&q=원종건
02	2020-01-27	23:48:37	2	코비 브라이언트	https://search.daum.net/search?w=tot&q=코비 브라이언트
02	2020-01-27	23:48:37	3	가디언즈 오브 갤럭시 2	https://search.daum.net/search?w=tot&q=가디언즈 오브 갤럭시 2
02	2020-01-27	23:48:37	4	마이진	https://search.daum.net/search?w=tot&q=마이진
02	2020-01-27	23:48:37	5	양준혁	https://search.daum.net/search?w=tot&q=양준혁
02	2020-01-27	23:48:37	6	안혜상	https://search.daum.net/search?w=tot&q=안혜상
02	2020-01-27	23:48:37	7	김연자	https://search.daum.net/search?w=tot&q=김연자
02	2020-01-27	23:48:37	8	조수진 변호사	https://search.daum.net/search?w=tot&q=조수진 변호사
02	2020-01-27	23:48:37	9	가요무대	https://search.daum.net/search?w=tot&q=가요무대
